0,4285,25
1,4285,25
2,4285,25
3,4285,25
4,4285,25
5,4000,25
6,4000,25
7,4000,25
8,4000,25
9,4285,25
10,4285,25
11,4285,25
12,4285,25
13,4285,25
14,4285,25
15,4285,25
16,4285,25
17,4285,25
18,4285,25
19,4000,25
20,4000,25
21,4000,25
22,4000,25
23,4285,25
24,4000,25
25,4000,25
26,4000,25
27,4000,25
28,4285,25
29,4285,25
30,4285,25
31,4285,25
32,4285,25
33,4285,25
34,4285,25
35,4285,25
36,4285,25
37,4285,25
38,4000,25
39,4000,25
40,4000,25
41,4000,25
42,4000,25
43,4285,25
44,4285,25
45,4285,25
46,4285,25
47,4285,25
48,4285,25
49,4285,25
50,4285,25
51,4285,25
52,4000,25
53,4000,20
54,4000,20
55,4000,20
56,3750,20
57,3529,20
58,4000,20
59,3529,20
60,3529,20
61,3529,20
62,3529,20
63,3333,20
64,3333,20
65,3157,20
66,3157,20
67,2857,20
68,2857,20
69,2857,20
70,2857,20
71,2857,20
72,2857,20
73,2857,20
74,2857,20
75,2857,20
76,2727,20
77,2608,20
78,2727,20
79,2608,20
80,2608,20
81,2608,20
82,2500,20
83,2500,20
84,2500,20
85,2500,20
86,2400,20
87,2500,20
88,2500,20
89,2400,20
90,2500,20
91,2500,20
92,2608,20
93,2400,20
94,2500,20
95,2500,20
96,2400,20
97,2500,20
98,2500,20
99,2307,20
100,2400,20
101,2500,20
102,2400,20
103,2400,20
104,2500,20
105,2500,20
106,2400,20
107,2500,20
108,2500,20
109,2307,20
110,2500,20
111,2400,20
112,2400,20
113,2307,20
114,2400,20
115,2307,20
116,2307,20
117,2400,20
118,2307,20
119,2500,20
120,2500,20
121,2400,20
122,2500,20
123,2500,20
124,2307,20
125,2400,20
126,2400,20
127,2400,20
128,2500,20
129,2400,20
130,2400,20
131,2400,20
132,2307,20
133,2307,20
134,2500,20
135,2400,20
136,2400,20
137,2400,20
138,2307,20
139,2500,20
140,2500,20
141,2400,20
142,2400,20
143,2500,20
144,2307,20
145,2400,20
146,2307,20
147,2307,20
148,2400,20
149,2307,20
150,2400,20
151,2400,20
152,2307,20
153,2400,25
154,2400,25
155,2608,25
156,2727,25
157,3000,25
158,3157,25
159,3157,25
160,3157,25
161,3333,25
162,3157,25
163,3529,25
164,3750,25
165,3333,25
166,3750,25
167,3529,25
168,3750,25
169,3529,25
170,3750,25
171,3750,25
172,4000,25
173,4000,25
174,3750,25
175,4000,25
176,4285,25
177,4000,25
178,4285,25
179,4285,25
180,3750,25
181,4000,25
182,3750,25
183,4285,25
184,4000,25
185,4000,25
186,4000,25
187,4000,25
188,4000,25
189,4285,25
190,4285,25
191,4285,25
192,4285,25
193,4285,25
194,4285,25
195,4000,25
196,4000,25
197,3750,25
198,4000,25
199,4285,25
200,4000,25
201,4000,25
202,4000,25
203,4000,25
204,4285,25
205,4285,25
206,4285,25
207,4285,25
208,4285,25
209,4285,25
210,4285,25
211,4285,25
212,4285,25
213,4285,25
214,4000,25
215,4000,25
216,4000,25
217,4000,25
218,4000,25
219,4285,25
220,4285,25
221,4285,25
222,4285,25
223,4285,25
224,4285,25
225,4285,25
226,4285,25
227,4285,25
228,4000,25
229,4000,25
230,4000,25
231,4000,25
232,4000,25
233,4285,25
234,4285,25
235,4285,25
236,4285,25
237,4285,25
238,4285,25
239,4285,25
240,4285,25
241,4285,25
242,4285,25
243,4285,25
244,4285,25
245,4285,25
246,4285,25
247,4000,25
248,4000,25
249,4000,25
250,4000,25
251,4000,25
252,4285,25
253,4285,20
254,4285,20
255,4285,20
256,4000,20
257,3750,20
258,3750,20
259,3529,20
260,3529,20
261,3333,20
262,3333,20
263,3333,20
264,3157,20
265,3000,20
266,3000,20
267,2857,20
268,3000,20
269,3000,20
270,3000,20
271,2727,20
272,2727,20
273,2608,20
274,2727,20
275,2727,20
276,2608,20
277,2608,20
278,2500,20
279,2608,20
280,2500,20
281,2727,20
282,2608,20
283,2500,20
284,2608,20
285,2500,20
286,2500,20
287,2500,20
288,2500,20
289,2500,20
290,2500,20
291,2400,20
292,2400,20
293,2400,20
294,2400,20
295,2500,20
296,2500,20
297,2307,20
298,2500,20
299,2500,20
300,2400,20
301,2500,20
302,2500,20
303,2400,20
304,2400,20
305,2500,20
306,2307,20
307,2307,20
308,2400,20
309,2400,20
310,2400,20
311,2307,20
312,2307,20
313,2400,20
314,2400,20
315,2400,20
316,2400,20
317,2400,20
318,2307,20
319,2500,20
320,2307,20
321,2307,20
322,2400,20
323,2307,20
324,2307,20
325,2307,20
326,2307,20
327,2400,20
328,2307,20
329,2400,20
330,2500,20
331,2307,20
332,2400,20
333,2400,20
334,2307,20
335,2500,20
336,2307,20
337,2307,20
338,2500,20
339,2307,20
340,2307,20
341,2400,20
342,2400,20
343,2307,20
344,2400,20
345,2307,20
346,2400,20
347,2400,20
348,2400,20
349,2400,20
350,2500,20
351,2307,20
352,2400,20
353,2307,25
354,2400,25
355,2727,25
356,2608,25
357,2727,25
358,2857,25
359,3157,25
360,3333,25
361,3157,25
362,3333,25
363,3529,25
364,3529,25
365,3529,25
366,3750,25
367,3529,25
368,3750,25
369,4000,25
370,4000,25
371,4000,25
372,3529,25
373,3750,25
374,3750,25
375,3750,25
376,4000,25
377,3750,25
378,3750,25
379,4000,25
380,4000,25
381,4285,25
382,4285,25
383,4000,25
384,4285,25
385,4285,25
386,4285,25
387,4285,25
388,4285,25
389,3750,25
390,4000,25
391,4000,25
392,3750,25
393,4285,25
394,4285,25
395,4285,25
396,4285,25
397,4000,25
398,4285,25
399,4285,25
400,4000,25
401,4285,25
402,4285,25
403,4285,25
404,4285,25
405,4285,25
406,4000,25
407,4000,25
408,4000,25
409,4000,25
410,4000,25
411,4285,25
412,4285,25
413,4285,25
414,4285,25
415,4285,25
416,4285,25
417,4285,25
418,4285,25
419,4285,25
420,4000,25
421,4000,25
422,4000,25
423,4000,25
424,4285,25
425,4285,25
426,4000,25
427,4000,25
428,4000,25
429,4285,25
430,4285,25
431,4285,25
432,4285,25
433,4285,25
434,4285,25
435,4285,25
436,4285,25
437,4285,25
438,3750,25
439,4000,25
440,4000,25
441,4000,25
442,4285,25
443,4285,25
444,4285,25
445,4285,25
446,4285,25
447,4000,25
448,4285,25
449,4285,25
450,4285,25
451,3750,25
452,4285,25
453,4285,20
454,4000,20
455,3750,20
456,3750,20
457,3750,20
458,3529,20
459,3750,20
460,3333,20
461,3529,20
462,3333,20
463,3333,20
464,3157,20
465,3000,20
466,3000,20
467,2857,20
468,2857,20
469,2857,20
470,2857,20
471,2857,20
472,2727,20
473,2608,20
474,2608,20
475,2857,20
476,2727,20
477,2727,20
478,2608,20
479,2608,20
480,2500,20
481,2608,20
482,2608,20
483,2500,20
484,2500,20
485,2500,20
486,2500,20
487,2500,20
488,2400,20
489,2608,20
490,2400,20
491,2500,20
492,2500,20
493,2500,20
494,2400,20
495,2500,20
496,2500,20
497,2400,20
498,2400,20
499,2400,20
500,2307,20
501,2400,20
502,2400,20
503,2400,20
504,2400,20
505,2500,20
506,2400,20
507,2400,20
508,2500,20
509,2400,20
510,2400,20
511,2400,20
512,2400,20
513,2400,20
514,2307,20
515,2307,20
516,2400,20
517,2307,20
518,2307,20
519,2500,20
520,2307,20
521,2307,20
522,2500,20
523,2500,20
524,2307,20
525,2500,20
526,2500,20
527,2307,20
528,2500,20
529,2307,20
530,2400,20
531,2307,20
532,2307,20
533,2400,20
534,2307,20
535,2400,20
536,2400,20
537,2500,20
538,2307,20
539,2500,20
540,2400,20
541,2400,20
542,2400,20
543,2307,20
544,2307,20
545,2500,20
546,2307,20
547,2307,20
548,2400,20
549,2307,20
550,2400,20
551,2307,20
552,2307,20
553,2400,25
554,2500,25
555,2608,25
556,2727,25
557,2857,25
558,3000,25
559,3157,25
560,3000,25
561,3333,25
562,3333,25
563,3157,25
564,3333,25
565,3750,25
566,3529,25
567,3529,25
568,3529,25
569,3750,25
570,3529,25
571,4000,25
572,4000,25
573,4000,25
574,4000,25
575,4000,25
576,4000,25
577,4285,25
578,4000,25
579,4000,25
580,4000,25
581,4000,25
582,3750,25
583,4000,25
584,4000,25
585,4285,25
586,4000,25
587,4000,25
588,4000,25
589,4285,25
590,4285,25
591,4000,25
592,4285,25
593,4000,25
594,4285,25
595,4285,25
596,4285,25
597,4000,25
598,4000,25
599,4000,25
600,4000,25
601,4285,25
602,4285,25
603,4285,25
604,4285,25
605,4285,25
606,4285,25
607,4285,25
608,4285,25
609,4285,25
610,4285,25
611,4285,25
612,4285,25
613,4285,25
614,4285,25
615,4285,25
616,4285,25
617,4000,25
618,4000,25
619,4000,25
620,4000,25
621,4285,25
622,4285,25
623,4285,25
624,4285,25
625,4285,25
626,4285,25
627,4285,25
628,4285,25
629,4285,25
630,4285,25
631,4000,25
632,3750,25
633,4000,25
634,4000,25
635,4285,25
636,4285,25
637,4285,25
638,4285,25
639,4285,25
640,4285,25
641,4285,25
642,4285,25
643,4285,25
644,4285,25
645,4000,25
646,4000,25
647,4000,25
648,4000,25
649,4285,25
